CODE_Origin,CODE_Destination,Dates,Transport_Mode,Distributor,Volume
Almacen 641,Almacen 622,2024-03-26,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 622,2024-03-26,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 622,2024-03-26,Tren,Distribuidor 64,5.0
Almacen 641,Almacen 622,2024-03-27,Camion,Distribuidor 19,8.0
Almacen 641,Almacen 622,2024-03-27,Camion,Distribuidor 6,34.0
Almacen 641,Almacen 622,2024-03-27,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 622,2024-03-27,Tren,Distribuidor 13,52.0
Almacen 641,Almacen 622,2024-03-27,Tren,Distribuidor 64,52.0
Almacen 641,Almacen 622,2024-03-28,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-03-28,Camion,Distribuidor 6,27.0
Almacen 641,Almacen 622,2024-03-28,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-28,Tren,Distribuidor 13,41.0
Almacen 641,Almacen 622,2024-03-28,Tren,Distribuidor 64,41.0
Almacen 641,Almacen 622,2024-03-29,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-03-29,Camion,Distribuidor 6,26.0
Almacen 641,Almacen 622,2024-03-29,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-03-29,Tren,Distribuidor 13,39.0
Almacen 641,Almacen 622,2024-03-29,Tren,Distribuidor 64,39.0
Almacen 641,Almacen 622,2024-03-31,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 622,2024-03-31,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-03-31,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-04-01,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 622,2024-04-01,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-04-01,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-04-02,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-04-02,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 622,2024-04-02,Tren,Distribuidor 64,1.0
Almacen 641,Almacen 622,2024-04-03,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-04-03,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-04-03,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-04-04,Camion,Distribuidor 19,3.0
Almacen 641,Almacen 622,2024-04-04,Camion,Distribuidor 6,16.0
Almacen 641,Almacen 622,2024-04-04,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-04,Tren,Distribuidor 13,24.0
Almacen 641,Almacen 622,2024-04-04,Tren,Distribuidor 64,24.0
Almacen 641,Almacen 622,2024-04-05,Camion,Distribuidor 19,3.0
Almacen 641,Almacen 622,2024-04-05,Camion,Distribuidor 6,15.0
Almacen 641,Almacen 622,2024-04-05,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-05,Tren,Distribuidor 13,23.0
Almacen 641,Almacen 622,2024-04-05,Tren,Distribuidor 64,23.0
Almacen 641,Almacen 622,2024-04-06,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-06,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 622,2024-04-06,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-06,Tren,Distribuidor 13,15.0
Almacen 641,Almacen 622,2024-04-06,Tren,Distribuidor 64,15.0
Almacen 641,Almacen 622,2024-04-07,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-07,Camion,Distribuidor 6,12.0
Almacen 641,Almacen 622,2024-04-07,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-07,Tren,Distribuidor 13,18.0
Almacen 641,Almacen 622,2024-04-07,Tren,Distribuidor 64,17.0
Almacen 641,Almacen 622,2024-04-09,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-04-09,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 622,2024-04-09,Tren,Distribuidor 13,4.0
Almacen 641,Almacen 622,2024-04-09,Tren,Distribuidor 64,4.0
Almacen 641,Almacen 622,2024-04-10,Camion,Distribuidor 19,6.0
Almacen 641,Almacen 622,2024-04-10,Camion,Distribuidor 6,26.0
Almacen 641,Almacen 622,2024-04-10,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-10,Tren,Distribuidor 13,39.0
Almacen 641,Almacen 622,2024-04-10,Tren,Distribuidor 64,38.0
Almacen 641,Almacen 622,2024-04-11,Camion,Distribuidor 19,5.0
Almacen 641,Almacen 622,2024-04-11,Camion,Distribuidor 6,21.0
Almacen 641,Almacen 622,2024-04-11,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-11,Tren,Distribuidor 13,33.0
Almacen 641,Almacen 622,2024-04-11,Tren,Distribuidor 64,32.0
Almacen 641,Almacen 622,2024-04-12,Camion,Distribuidor 19,3.0
Almacen 641,Almacen 622,2024-04-12,Camion,Distribuidor 6,13.0
Almacen 641,Almacen 622,2024-04-12,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-12,Tren,Distribuidor 13,20.0
Almacen 641,Almacen 622,2024-04-12,Tren,Distribuidor 64,20.0
Almacen 641,Almacen 622,2024-04-13,Camion,Distribuidor 19,4.0
Almacen 641,Almacen 622,2024-04-13,Camion,Distribuidor 6,18.0
Almacen 641,Almacen 622,2024-04-13,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-13,Tren,Distribuidor 13,28.0
Almacen 641,Almacen 622,2024-04-13,Tren,Distribuidor 64,28.0
Almacen 641,Almacen 622,2024-04-14,Camion,Distribuidor 19,5.0
Almacen 641,Almacen 622,2024-04-14,Camion,Distribuidor 6,23.0
Almacen 641,Almacen 622,2024-04-14,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-14,Tren,Distribuidor 13,35.0
Almacen 641,Almacen 622,2024-04-14,Tren,Distribuidor 64,34.0
Almacen 641,Almacen 622,2024-04-15,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-04-15,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 622,2024-04-15,Tren,Distribuidor 13,8.0
Almacen 641,Almacen 622,2024-04-15,Tren,Distribuidor 64,8.0
Almacen 641,Almacen 622,2024-04-16,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-04-16,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 622,2024-04-16,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 622,2024-04-16,Tren,Distribuidor 64,7.0
Almacen 641,Almacen 622,2024-04-17,Camion,Distribuidor 19,5.0
Almacen 641,Almacen 622,2024-04-17,Camion,Distribuidor 6,24.0
Almacen 641,Almacen 622,2024-04-17,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-17,Tren,Distribuidor 13,36.0
Almacen 641,Almacen 622,2024-04-17,Tren,Distribuidor 64,36.0
Almacen 641,Almacen 622,2024-04-18,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-18,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 622,2024-04-18,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-18,Tren,Distribuidor 13,10.0
Almacen 641,Almacen 622,2024-04-18,Tren,Distribuidor 64,10.0
Almacen 641,Almacen 622,2024-04-19,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-19,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 622,2024-04-19,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-19,Tren,Distribuidor 13,14.0
Almacen 641,Almacen 622,2024-04-19,Tren,Distribuidor 64,14.0
Almacen 641,Almacen 622,2024-04-20,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-20,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 622,2024-04-20,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-20,Tren,Distribuidor 13,14.0
Almacen 641,Almacen 622,2024-04-20,Tren,Distribuidor 64,14.0
Almacen 641,Almacen 622,2024-04-21,Camion,Distribuidor 19,5.0
Almacen 641,Almacen 622,2024-04-21,Camion,Distribuidor 6,25.0
Almacen 641,Almacen 622,2024-04-21,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 622,2024-04-21,Tren,Distribuidor 13,37.0
Almacen 641,Almacen 622,2024-04-21,Tren,Distribuidor 64,37.0
Almacen 641,Almacen 622,2024-04-22,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-04-22,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-04-22,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-04-23,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-04-23,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-04-23,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 622,2024-04-24,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-24,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 622,2024-04-24,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-24,Tren,Distribuidor 13,15.0
Almacen 641,Almacen 622,2024-04-24,Tren,Distribuidor 64,15.0
Almacen 641,Almacen 622,2024-04-25,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-25,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 622,2024-04-25,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-25,Tren,Distribuidor 13,15.0
Almacen 641,Almacen 622,2024-04-25,Tren,Distribuidor 64,15.0
Almacen 641,Almacen 622,2024-04-26,Camion,Distribuidor 19,2.0
Almacen 641,Almacen 622,2024-04-26,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 622,2024-04-26,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 622,2024-04-26,Tren,Distribuidor 13,16.0
Almacen 641,Almacen 622,2024-04-26,Tren,Distribuidor 64,16.0
Almacen 641,Almacen 622,2024-04-27,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-04-27,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 622,2024-04-27,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 622,2024-04-27,Tren,Distribuidor 64,6.0
Almacen 641,Almacen 622,2024-04-28,Camion,Distribuidor 19,1.0
Almacen 641,Almacen 622,2024-04-28,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 622,2024-04-28,Tren,Distribuidor 13,7.0
Almacen 641,Almacen 622,2024-04-28,Tren,Distribuidor 64,7.0
Almacen 641,Almacen 622,2024-04-29,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 622,2024-04-29,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 622,2024-04-29,Tren,Distribuidor 64,2.0
Almacen 641,Almacen 625,2024-03-19,Camion,Distribuidor 6,20.0
Almacen 641,Almacen 625,2024-03-19,Camion,Distribuidor 90,9.0
Almacen 641,Almacen 625,2024-03-20,Camion,Distribuidor 6,29.0
Almacen 641,Almacen 625,2024-03-20,Camion,Distribuidor 90,14.0
Almacen 641,Almacen 625,2024-03-21,Camion,Distribuidor 6,39.0
Almacen 641,Almacen 625,2024-03-21,Camion,Distribuidor 90,18.0
Almacen 641,Almacen 625,2024-03-22,Camion,Distribuidor 6,20.0
Almacen 641,Almacen 625,2024-03-22,Camion,Distribuidor 90,9.0
Almacen 641,Almacen 625,2024-03-23,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 625,2024-03-23,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-03-24,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 625,2024-03-24,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-03-25,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 625,2024-03-25,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-03-26,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-03-26,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-03-27,Camion,Distribuidor 6,15.0
Almacen 641,Almacen 625,2024-03-27,Camion,Distribuidor 90,7.0
Almacen 641,Almacen 625,2024-03-28,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-03-28,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-03-29,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 625,2024-03-29,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-03-30,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 625,2024-03-30,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-03-31,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 625,2024-04-01,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 625,2024-04-01,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-04-02,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-02,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-03,Camion,Distribuidor 6,11.0
Almacen 641,Almacen 625,2024-04-03,Camion,Distribuidor 90,5.0
Almacen 641,Almacen 625,2024-04-04,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 625,2024-04-04,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-04-05,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-05,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-04-06,Camion,Distribuidor 6,8.0
Almacen 641,Almacen 625,2024-04-06,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-07,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-07,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-08,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-04-08,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-09,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-04-09,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-04-10,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-10,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-04-11,Camion,Distribuidor 6,18.0
Almacen 641,Almacen 625,2024-04-11,Camion,Distribuidor 90,9.0
Almacen 641,Almacen 625,2024-04-12,Camion,Distribuidor 6,17.0
Almacen 641,Almacen 625,2024-04-12,Camion,Distribuidor 90,8.0
Almacen 641,Almacen 625,2024-04-13,Camion,Distribuidor 6,17.0
Almacen 641,Almacen 625,2024-04-13,Camion,Distribuidor 90,8.0
Almacen 641,Almacen 625,2024-04-14,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 625,2024-04-14,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-15,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-15,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-16,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-04-16,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-04-17,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-04-17,Camion,Distribuidor 90,1.0
Almacen 641,Almacen 625,2024-04-18,Camion,Distribuidor 6,8.0
Almacen 641,Almacen 625,2024-04-18,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-19,Camion,Distribuidor 6,9.0
Almacen 641,Almacen 625,2024-04-19,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-20,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 625,2024-04-20,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-21,Camion,Distribuidor 6,12.0
Almacen 641,Almacen 625,2024-04-21,Camion,Distribuidor 90,6.0
Almacen 641,Almacen 625,2024-04-22,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 625,2024-04-22,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-23,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 625,2024-04-23,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-24,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 625,2024-04-24,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-25,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 625,2024-04-25,Camion,Distribuidor 90,4.0
Almacen 641,Almacen 625,2024-04-26,Camion,Distribuidor 6,16.0
Almacen 641,Almacen 625,2024-04-26,Camion,Distribuidor 90,7.0
Almacen 641,Almacen 625,2024-04-27,Camion,Distribuidor 6,21.0
Almacen 641,Almacen 625,2024-04-27,Camion,Distribuidor 90,10.0
Almacen 641,Almacen 625,2024-04-28,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 625,2024-04-28,Camion,Distribuidor 90,2.0
Almacen 641,Almacen 625,2024-04-29,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 625,2024-04-29,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 625,2024-04-30,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 625,2024-04-30,Camion,Distribuidor 90,3.0
Almacen 641,Almacen 627,2024-03-19,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 627,2024-03-19,Tren,Distribuidor 13,6.0
Almacen 641,Almacen 627,2024-03-23,Tren,Distribuidor 13,3.0
Almacen 641,Almacen 627,2024-03-24,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 627,2024-03-29,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 627,2024-03-30,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 627,2024-04-01,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 627,2024-04-01,Tren,Distribuidor 13,3.0
Almacen 641,Almacen 627,2024-04-06,Tren,Distribuidor 13,3.0
Almacen 641,Almacen 627,2024-04-12,Camion,Distribuidor 6,13.0
Almacen 641,Almacen 627,2024-04-12,Tren,Distribuidor 13,75.0
Almacen 641,Almacen 627,2024-04-13,Camion,Distribuidor 6,12.0
Almacen 641,Almacen 627,2024-04-13,Tren,Distribuidor 13,68.0
Almacen 641,Almacen 627,2024-04-14,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 627,2024-04-14,Tren,Distribuidor 13,20.0
Almacen 641,Almacen 627,2024-04-15,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 627,2024-04-15,Tren,Distribuidor 13,57.0
Almacen 641,Almacen 627,2024-04-16,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 627,2024-04-16,Tren,Distribuidor 13,59.0
Almacen 641,Almacen 627,2024-04-17,Camion,Distribuidor 6,7.0
Almacen 641,Almacen 627,2024-04-17,Tren,Distribuidor 13,38.0
Almacen 641,Almacen 627,2024-04-18,Camion,Distribuidor 6,5.0
Almacen 641,Almacen 627,2024-04-18,Tren,Distribuidor 13,31.0
Almacen 641,Almacen 627,2024-04-19,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 627,2024-04-19,Tren,Distribuidor 13,25.0
Almacen 641,Almacen 627,2024-04-20,Camion,Distribuidor 6,1.0
Almacen 641,Almacen 627,2024-04-20,Tren,Distribuidor 13,5.0
Almacen 641,Almacen 627,2024-04-21,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 627,2024-04-21,Tren,Distribuidor 13,9.0
Almacen 641,Almacen 627,2024-04-22,Camion,Distribuidor 6,3.0
Almacen 641,Almacen 627,2024-04-22,Tren,Distribuidor 13,19.0
Almacen 641,Almacen 627,2024-04-23,Camion,Distribuidor 6,2.0
Almacen 641,Almacen 627,2024-04-23,Tren,Distribuidor 13,14.0
Almacen 641,Almacen 627,2024-04-24,Tren,Distribuidor 13,2.0
Almacen 641,Almacen 627,2024-04-25,Tren,Distribuidor 13,1.0
Almacen 641,Almacen 627,2024-04-26,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 627,2024-04-26,Tren,Distribuidor 13,35.0
Almacen 641,Almacen 627,2024-04-27,Camion,Distribuidor 6,4.0
Almacen 641,Almacen 627,2024-04-27,Tren,Distribuidor 13,20.0
Almacen 641,Almacen 627,2024-04-28,Camion,Distribuidor 6,6.0
Almacen 641,Almacen 627,2024-04-28,Tren,Distribuidor 13,35.0
Almacen 641,Almacen 627,2024-04-29,Camion,Distribuidor 6,10.0
Almacen 641,Almacen 627,2024-04-29,Tren,Distribuidor 13,57.0
Almacen 641,Almacen 628,2024-03-19,Camion,Distribuidor 39,11.0
Almacen 641,Almacen 628,2024-03-19,Tren,Distribuidor 18,63.0
Almacen 641,Almacen 628,2024-03-20,Camion,Distribuidor 39,23.0
Almacen 641,Almacen 628,2024-03-20,Tren,Distribuidor 18,129.0
Almacen 641,Almacen 628,2024-03-21,Camion,Distribuidor 39,24.0
Almacen 641,Almacen 628,2024-03-21,Tren,Distribuidor 18,137.0
Almacen 641,Almacen 628,2024-03-22,Camion,Distribuidor 39,13.0
Almacen 641,Almacen 628,2024-03-22,Tren,Distribuidor 18,71.0
Almacen 641,Almacen 628,2024-03-23,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-03-23,Tren,Distribuidor 18,49.0
Almacen 641,Almacen 628,2024-03-24,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-03-24,Tren,Distribuidor 18,26.0
Almacen 641,Almacen 628,2024-03-25,Camion,Distribuidor 39,1.0
Almacen 641,Almacen 628,2024-03-25,Tren,Distribuidor 18,6.0
Almacen 641,Almacen 628,2024-03-26,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-03-26,Tren,Distribuidor 18,14.0
Almacen 641,Almacen 628,2024-03-27,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-03-27,Tren,Distribuidor 18,53.0
Almacen 641,Almacen 628,2024-03-28,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-03-28,Tren,Distribuidor 18,18.0
Almacen 641,Almacen 628,2024-03-29,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-03-29,Tren,Distribuidor 18,49.0
Almacen 641,Almacen 628,2024-03-30,Camion,Distribuidor 39,1.0
Almacen 641,Almacen 628,2024-03-30,Tren,Distribuidor 18,6.0
Almacen 641,Almacen 628,2024-03-31,Camion,Distribuidor 39,2.0
Almacen 641,Almacen 628,2024-03-31,Tren,Distribuidor 18,10.0
Almacen 641,Almacen 628,2024-04-01,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-04-01,Tren,Distribuidor 18,22.0
Almacen 641,Almacen 628,2024-04-02,Camion,Distribuidor 39,8.0
Almacen 641,Almacen 628,2024-04-02,Tren,Distribuidor 18,45.0
Almacen 641,Almacen 628,2024-04-03,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-03,Tren,Distribuidor 18,35.0
Almacen 641,Almacen 628,2024-04-04,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-04-04,Tren,Distribuidor 18,14.0
Almacen 641,Almacen 628,2024-04-05,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-05,Tren,Distribuidor 18,31.0
Almacen 641,Almacen 628,2024-04-06,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-06,Tren,Distribuidor 18,34.0
Almacen 641,Almacen 628,2024-04-07,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-07,Tren,Distribuidor 18,31.0
Almacen 641,Almacen 628,2024-04-08,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-04-08,Tren,Distribuidor 18,23.0
Almacen 641,Almacen 628,2024-04-09,Camion,Distribuidor 39,2.0
Almacen 641,Almacen 628,2024-04-09,Tren,Distribuidor 18,13.0
Almacen 641,Almacen 628,2024-04-10,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-04-10,Tren,Distribuidor 18,49.0
Almacen 641,Almacen 628,2024-04-11,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-04-11,Tren,Distribuidor 18,48.0
Almacen 641,Almacen 628,2024-04-12,Camion,Distribuidor 39,9.0
Almacen 641,Almacen 628,2024-04-12,Tren,Distribuidor 18,50.0
Almacen 641,Almacen 628,2024-04-13,Camion,Distribuidor 39,10.0
Almacen 641,Almacen 628,2024-04-13,Tren,Distribuidor 18,59.0
Almacen 641,Almacen 628,2024-04-14,Camion,Distribuidor 39,8.0
Almacen 641,Almacen 628,2024-04-14,Tren,Distribuidor 18,48.0
Almacen 641,Almacen 628,2024-04-15,Camion,Distribuidor 39,2.0
Almacen 641,Almacen 628,2024-04-15,Tren,Distribuidor 18,13.0
Almacen 641,Almacen 628,2024-04-16,Camion,Distribuidor 39,1.0
Almacen 641,Almacen 628,2024-04-16,Tren,Distribuidor 18,7.0
Almacen 641,Almacen 628,2024-04-17,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-04-17,Tren,Distribuidor 18,19.0
Almacen 641,Almacen 628,2024-04-18,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-18,Tren,Distribuidor 18,36.0
Almacen 641,Almacen 628,2024-04-19,Camion,Distribuidor 39,8.0
Almacen 641,Almacen 628,2024-04-19,Tren,Distribuidor 18,42.0
Almacen 641,Almacen 628,2024-04-20,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-20,Tren,Distribuidor 18,36.0
Almacen 641,Almacen 628,2024-04-21,Camion,Distribuidor 39,6.0
Almacen 641,Almacen 628,2024-04-21,Tren,Distribuidor 18,33.0
Almacen 641,Almacen 628,2024-04-22,Camion,Distribuidor 39,14.0
Almacen 641,Almacen 628,2024-04-22,Tren,Distribuidor 18,80.0
Almacen 641,Almacen 628,2024-04-23,Camion,Distribuidor 39,1.0
Almacen 641,Almacen 628,2024-04-23,Tren,Distribuidor 18,4.0
Almacen 641,Almacen 628,2024-04-24,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-04-24,Tren,Distribuidor 18,16.0
Almacen 641,Almacen 628,2024-04-25,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-04-25,Tren,Distribuidor 18,26.0
Almacen 641,Almacen 628,2024-04-26,Camion,Distribuidor 39,7.0
Almacen 641,Almacen 628,2024-04-26,Tren,Distribuidor 18,40.0
Almacen 641,Almacen 628,2024-04-27,Camion,Distribuidor 39,8.0
Almacen 641,Almacen 628,2024-04-27,Tren,Distribuidor 18,45.0
Almacen 641,Almacen 628,2024-04-28,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-04-28,Tren,Distribuidor 18,25.0
Almacen 641,Almacen 628,2024-04-29,Camion,Distribuidor 39,3.0
Almacen 641,Almacen 628,2024-04-29,Tren,Distribuidor 18,15.0
Almacen 641,Almacen 628,2024-04-30,Camion,Distribuidor 39,4.0
Almacen 641,Almacen 628,2024-04-30,Tren,Distribuidor 18,24.0
Almacen 641,Almacen 642,2024-03-21,Camion,Distribuidor 115,59.0
Almacen 641,Almacen 642,2024-03-22,Camion,Distribuidor 115,46.0
Almacen 641,Almacen 642,2024-03-23,Camion,Distribuidor 115,31.0
Almacen 641,Almacen 642,2024-03-24,Camion,Distribuidor 115,52.0
Almacen 641,Almacen 642,2024-03-25,Camion,Distribuidor 115,12.0
Almacen 641,Almacen 642,2024-03-26,Camion,Distribuidor 115,37.0
Almacen 641,Almacen 642,2024-03-27,Camion,Distribuidor 115,67.0
Almacen 641,Almacen 642,2024-03-28,Camion,Distribuidor 115,43.0
Almacen 641,Almacen 642,2024-03-29,Camion,Distribuidor 115,37.0
